X,Y
-0.19152411125729582,-0.14141765816296517
-0.17350794023459526,-0.14849840534570605
-0.15531888379775113,-0.15534834071093095
-0.1369613414040836,-0.1619690778064782
-0.11843971251091318,-0.1683622301801863
-0.09975839657555993,-0.17452941137989364
-0.08092179305534464,-0.18047223495343878
-0.06193430140758746,-0.18619231444866013
-0.04280032108960883,-0.19169126341339607
-0.023524251558729076,-0.19697069539548512
-0.004110492272268674,-0.2020322239427657
0.015436557312452187,-0.2068774626030763
0.0351124977381129,-0.2115080249242553
0.05491292954739329,-0.21592552445414112
0.07483345328297285,-0.22013157474057246
0.09486966948753144,-0.2241277893313875
0.11501717870374817,-0.22791578177442468
0.13527158147430327,-0.2314971656175227
0.15562847834187604,-0.23487355440851987
0.17608346984914616,-0.23804656169525457
0.19663215653879323,-0.24101780102556525
0.21727013895349687,-0.24378888594729048
0.23799301763593686,-0.24636143000826877
0.25879639312879266,-0.24873704675633826
0.27967586597474375,-0.25091734973933755
0.30062703671647023,-0.2529039525051054
0.3216455058966513,-0.25469846860147977
0.3427268740579667,-0.25630251157629935
0.36386674174309613,-0.2577176949774027
0.38506070949471916,-0.2589456323526281
0.40630437785551543,-0.25998793724981395
0.4275933473681645,-0.26084622321679884
0.4489232185753463,-0.26152210380142116
0.47028959201973985,-0.2620171925515194
0.4916880682440253,-0.26233310301493196
0.5131142477908823,-0.26247144873949735
0.53456373120299,-0.2624338432730539
0.5560321190230284,-0.2622219001634402
0.577515011793677,-0.2618372329584946
0.5990080100576156,-0.2612814552060558
0.6205067143575235,-0.2605561804539617
0.6420067252360807,-0.2596630222500513
0.6635036432359668,-0.2586035941421628
0.6849930688998612,-0.2573795096781347
0.7064706027704433,-0.25599238240580546
0.7279318453903932,-0.2544438258730135
0.7493723973023904,-0.2527354536275973
0.7707878590491142,-0.25086887921739526
0.7921738311732445,-0.24884571619024584
0.8135259142174613,-0.24666757809398765
0.8348397087244438,-0.24433607847645886
0.8561108152368714,-0.24185283088549808
0.877334834297424,-0.2392194488689437
0.8985073664487814,-0.2364375459746343
0.9196240122336227,-0.23350873575040818
0.9406803721946284,-0.23043463174410397
0.9616720468744772,-0.22721684750355992
0.9825946368158494,-0.22385699657661462
1.0034437425614244,-0.22035669251110646
1.0242149646538814,-0.2167175488548738
1.044903903635901,-0.21294117915575525
1.0655061600501614,-0.2090291969615892
1.0860173344393433,-0.20498321582021398
1.1064330273461265,-0.2008048492794683
1.1267488393131901,-0.19649571088719037
1.1469603708832137,-0.19205741419121877
1.167063222598877,-0.18749157273939196
1.1870529950028599,-0.1827998000795483
1.2069252886378412,-0.17798370975952627
1.226675704046502,-0.1730449153271644
1.2462998417715205,-0.16798503033030093
1.265793302355577,-0.16280566831677454
1.2851516863413512,-0.15750844283442367
1.3043705942715225,-0.1520949674310866
1.3234456266887702,-0.14656685565460192
