-4.12,2.52,0.0,1.0
-4.13,2.42,0.0,1.0
-4.15,2.32,0.0,1.0
-4.13,2.21,0.0,1.0
-4.11,2.11,0.0,1.0
-4.07,2.0,0.0,1.0
-4.0,1.91,0.0,1.0
-3.97,1.81,0.0,1.0
-3.94,1.71,0.0,1.0
-3.89,1.62,0.0,1.0
-3.85,1.52,0.0,1.0
-3.8,1.41,0.0,1.0
-3.74,1.32,0.0,1.0
-3.68,1.22,0.0,1.0
-3.59,1.14,0.0,1.0
-3.52,1.04,0.0,1.0
-3.43,0.98,0.0,1.0
-3.35,0.9,0.0,1.0
-3.27,0.83,0.0,1.0
-3.19,0.75,0.0,1.0
-3.1,0.66,0.0,1.0
-3.01,0.61,0.0,1.0
-2.92,0.55,0.0,1.0
-2.82,0.48,0.0,1.0
-2.72,0.42,0.0,1.0
-2.62,0.37,0.0,1.0
-2.52,0.35,0.0,1.0
-2.39,0.31,0.0,1.0
-2.27,0.28,0.0,1.0
-2.17,0.24,0.0,1.0
-2.07,0.18,0.0,1.0
-1.97,0.14,0.0,1.0
-1.87,0.09,0.0,1.0
-1.77,0.04,0.0,1.0
-1.66,-0.01,0.0,1.0
-1.56,-0.05,0.0,1.0
-1.46,-0.07,0.0,1.0
-1.36,-0.09,0.0,1.0
