-1.01,-0.24,0.0,1.0
-0.91,-0.25,0.0,1.0
-1.01,-0.24,0.0,1.0
-0.91,-0.25,0.0,1.0
-1.03,-0.27,0.0,1.0
-1.17,-0.25,0.0,1.0
-1.32,-0.23,0.0,1.0
-1.43,-0.21,0.0,1.0
-1.6,-0.18,0.0,1.0
-1.73,-0.15,0.0,1.0
-1.83,-0.12,0.0,1.0
-1.72,-0.11,0.0,1.0
-1.62,-0.13,0.0,1.0
-1.52,-0.15,0.0,1.0
-1.42,-0.17,0.0,1.0
-1.32,-0.19,0.0,1.0
-1.22,-0.21,0.0,1.0
-1.11,-0.22,0.0,1.0
-1.01,-0.23,0.0,1.0
-0.91,-0.25,0.0,1.0
-1.02,-0.23,0.0,1.0
-1.14,-0.24,0.0,1.0
-1.27,-0.23,0.0,1.0
-1.41,-0.21,0.0,1.0
-1.31,-0.19,0.0,1.0
-1.22,-0.24,0.0,1.0
-1.09,-0.26,0.0,1.0
-0.99,-0.28,0.0,1.0
-0.87,-0.3,0.0,1.0
-0.77,-0.31,0.0,1.0
-0.66,-0.32,0.0,1.0
-0.6,-0.24,0.0,1.0
-0.71,-0.21,0.0,1.0
-0.81,-0.2,0.0,1.0
-0.91,-0.19,0.0,1.0
-1.03,-0.18,0.0,1.0
-1.16,-0.15,0.0,1.0
-1.28,-0.13,0.0,1.0
-1.38,-0.11,0.0,1.0
-1.48,-0.1,0.0,1.0
-1.38,-0.1,0.0,1.0
-1.27,-0.12,0.0,1.0
-1.16,-0.13,0.0,1.0
-1.04,-0.14,0.0,1.0
-0.94,-0.14,0.0,1.0
-0.84,-0.17,0.0,1.0
-0.72,-0.18,0.0,1.0
-0.62,-0.2,0.0,1.0
-0.51,-0.22,0.0,1.0
-0.41,-0.23,0.0,1.0
-0.29,-0.26,0.0,1.0
-0.18,-0.28,0.0,1.0
-0.07,-0.3,0.0,1.0
0.03,-0.32,0.0,1.0
0.14,-0.34,0.0,1.0
0.24,-0.36,0.0,1.0
0.36,-0.37,0.0,1.0
0.46,-0.38,0.0,1.0
0.59,-0.4,0.0,1.0
0.7,-0.41,0.0,1.0
0.8,-0.43,0.0,1.0
0.93,-0.44,0.0,1.0
1.03,-0.46,0.0,1.0
1.16,-0.46,0.0,1.0
1.26,-0.45,0.0,1.0
1.36,-0.42,0.0,1.0
1.44,-0.33,0.0,1.0
1.53,-0.28,0.0,1.0
1.62,-0.23,0.0,1.0
1.72,-0.16,0.0,1.0
1.82,-0.11,0.0,1.0
1.89,-0.02,0.0,1.0
1.92,0.08,0.0,1.0
1.95,0.18,0.0,1.0
1.88,0.29,0.0,1.0
1.83,0.38,0.0,1.0
1.75,0.5,0.0,1.0
1.83,0.62,0.0,1.0
1.98,0.7,0.0,1.0
2.03,0.83,0.0,1.0
2.07,0.93,0.0,1.0
1.98,1.02,0.0,1.0
1.92,1.1,0.0,1.0
1.83,1.16,0.0,1.0
1.74,1.24,0.0,1.0
1.64,1.27,0.0,1.0
1.53,1.31,0.0,1.0
1.41,1.32,0.0,1.0
1.3,1.35,0.0,1.0
1.19,1.37,0.0,1.0
1.07,1.4,0.0,1.0
0.96,1.41,0.0,1.0
0.85,1.45,0.0,1.0
0.75,1.47,0.0,1.0
0.65,1.48,0.0,1.0
0.54,1.5,0.0,1.0
0.43,1.52,0.0,1.0
0.3,1.56,0.0,1.0
0.19,1.57,0.0,1.0
0.09,1.61,0.0,1.0
-0.01,1.66,0.0,1.0
-0.08,1.76,0.0,1.0
-0.18,1.83,0.0,1.0
-0.26,1.93,0.0,1.0
-0.33,2.01,0.0,1.0
-0.4,2.09,0.0,1.0
-0.47,2.19,0.0,1.0
-0.51,2.3,0.0,1.0
-0.52,2.4,0.0,1.0
-0.55,2.51,0.0,1.0
-0.54,2.61,0.0,1.0
-0.51,2.72,0.0,1.0
-0.47,2.82,0.0,1.0
-0.41,2.9,0.0,1.0
-0.36,2.99,0.0,1.0
-0.27,3.08,0.0,1.0
-0.2,3.16,0.0,1.0
-0.11,3.22,0.0,1.0
-0.01,3.28,0.0,1.0
0.09,3.31,0.0,1.0
0.19,3.36,0.0,1.0
0.29,3.37,0.0,1.0
0.4,3.42,0.0,1.0
0.51,3.43,0.0,1.0
0.61,3.44,0.0,1.0
0.76,3.44,0.0,1.0
0.88,3.41,0.0,1.0
0.99,3.41,0.0,1.0
1.09,3.42,0.0,1.0
1.19,3.45,0.0,1.0
1.29,3.5,0.0,1.0
1.4,3.53,0.0,1.0
1.5,3.55,0.0,1.0
1.61,3.58,0.0,1.0
1.72,3.62,0.0,1.0
1.83,3.64,0.0,1.0
1.92,3.71,0.0,1.0
1.99,3.81,0.0,1.0
2.05,3.9,0.0,1.0
2.09,4.0,0.0,1.0
2.12,4.1,0.0,1.0
2.13,4.21,0.0,1.0
2.1,4.32,0.0,1.0
2.06,4.42,0.0,1.0
2.0,4.54,0.0,1.0
1.97,4.64,0.0,1.0
1.9,4.72,0.0,1.0
1.8,4.79,0.0,1.0
1.7,4.84,0.0,1.0
1.62,4.91,0.0,1.0
1.5,4.97,0.0,1.0
1.45,5.07,0.0,1.0
1.38,5.16,0.0,1.0
1.31,5.24,0.0,1.0
1.23,5.32,0.0,1.0
1.12,5.34,0.0,1.0
1.03,5.39,0.0,1.0
0.91,5.41,0.0,1.0
0.81,5.43,0.0,1.0
0.72,5.48,0.0,1.0
0.62,5.53,0.0,1.0
0.52,5.58,0.0,1.0
0.42,5.6,0.0,1.0
0.32,5.62,0.0,1.0
0.2,5.64,0.0,1.0
0.09,5.65,0.0,1.0
-0.03,5.64,0.0,1.0
-0.14,5.65,0.0,1.0
-0.25,5.65,0.0,1.0
-0.36,5.65,0.0,1.0
-0.46,5.64,0.0,1.0
-0.56,5.63,0.0,1.0
-0.66,5.62,0.0,1.0
-0.76,5.6,0.0,1.0
-0.87,5.6,0.0,1.0
-0.97,5.58,0.0,1.0
-1.07,5.56,0.0,1.0
-1.17,5.54,0.0,1.0
-1.28,5.52,0.0,1.0
-1.4,5.51,0.0,1.0
-1.5,5.48,0.0,1.0
-1.62,5.44,0.0,1.0
-1.73,5.4,0.0,1.0
-1.83,5.37,0.0,1.0
-1.93,5.33,0.0,1.0
-2.01,5.25,0.0,1.0
-2.11,5.18,0.0,1.0
-2.21,5.13,0.0,1.0
-2.3,5.08,0.0,1.0
-2.41,5.04,0.0,1.0
-2.51,4.97,0.0,1.0
-2.59,4.89,0.0,1.0
-2.67,4.82,0.0,1.0
-2.75,4.75,0.0,1.0
-2.83,4.68,0.0,1.0
-2.89,4.59,0.0,1.0
-2.98,4.53,0.0,1.0
-3.05,4.43,0.0,1.0
-3.12,4.35,0.0,1.0
-3.19,4.27,0.0,1.0
-3.28,4.18,0.0,1.0
-3.34,4.1,0.0,1.0
-3.4,4.02,0.0,1.0
-3.48,3.93,0.0,1.0
-3.54,3.84,0.0,1.0
-3.61,3.76,0.0,1.0
-3.68,3.67,0.0,1.0
-3.73,3.57,0.0,1.0
-3.78,3.48,0.0,1.0
-3.81,3.38,0.0,1.0
-3.85,3.28,0.0,1.0
-3.88,3.18,0.0,1.0
-3.92,3.06,0.0,1.0
-3.98,2.97,0.0,1.0
-4.02,2.86,0.0,1.0
-4.07,2.74,0.0,1.0
-4.1,2.62,0.0,1.0
